STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,TOTAL_PROFIT,USD_per_student,USD_PROFIT_per_student,CAPOUT_RATIO,STUDENT_REV_RANK,STUDENT_PROFIT_RANK,CAPOUT_RATIO_RANK,RANK_SUM
Alabama,1993,727716.0,2827391,331409,1729295,766687,2833433,1564558,794146,237222.0,204207,-6042,3885.2945379791017,-8.302689510743201,0.07292760736722148,47.0,24.0,18.0,89.0
Alaska,1993,121156.0,1191398,176150,775829,239419,1126398,494917,433788,36291.0,135791,65000,9833.586450526594,536.4983987586253,0.12335810651833642,2.0,1.0,45.0,48.0
Arizona,1993,676297.0,3427976,318465,1415407,1694104,3623946,1578889,1000914,164083.0,680139,-195970,5068.743466258167,-289.769139889723,0.19863727630493352,36.0,44.0,51.0,131.0
Arkansas,1993,311432.0,1346909,128196,771079,447634,1376067,782791,386526,68617.0,97824,-29158,4324.889542500449,-93.62557476431452,0.07323482247532861,45.0,39.0,19.0,103.0
California,1993,5129788.0,28043338,2151157,17064146,8828035,28110986,15281147,8914559,1608514.0,1944760,-67648,5466.763538766125,-13.18728961118861,0.07008401750262531,31.0,25.0,16.0,72.0
Colorado,1993,539538.0,3058326,147793,1242337,1668196,3028305,1537714,954032,92163.0,318959,30021,5668.416311733372,55.64204930885313,0.1098771973096951,30.0,15.0,44.0,89.0
Connecticut,1993,471918.0,4064158,149204,1433539,2481415,4079943,2302852,1190914,143312.0,186802,-15785,8612.000389898245,-33.44860759708254,0.04885142839210435,4.0,31.0,6.0,41.0
Delaware,1993,104355.0,683954,44497,443250,196207,694534,394680,207850,26548.0,47372,-10580,6554.1085717023625,-101.38469646878444,0.0700303052701604,11.0,40.0,15.0,66.0
District of Columbia,1993,80937.0,721151,73882,0,647269,719440,339266,302281,39819.0,38074,1711,8910.028787822628,21.139898933738586,0.052921716890915155,3.0,18.0,8.0,29.0
Florida,1993,1980569.0,11370156,947326,5520893,4901937,11425183,5333136,3557043,852220.0,1424334,-55027,5740.853259846034,-27.783429913322887,0.12755154081323516,26.0,30.0,47.0,103.0
Georgia,1993,893557.0,4716559,296231,2243580,2176748,4647974,2538712,1323320,260423.0,439808,68585,5278.408652162089,76.75503633232127,0.0964012815569817,33.0,13.0,40.0,86.0
Hawaii,1993,177448.0,1062475,76183,962375,23917,1063090,580597,304362,95700.0,82431,-615,5987.52874081421,-3.465804066543438,0.0775390606627849,20.0,23.0,25.0,68.0
Idaho,1993,231632.0,890835,72747,547454,270634,899819,499914,260805,41238.0,81359,-8984,3845.906437797886,-38.78566001243352,0.09210633567149243,49.0,33.0,37.0,119.0
Illinois,1993,1856841.0,10584624,632724,3467071,6484829,10744695,5520683,3352722,426411.0,852085,-160071,5700.339447480964,-86.20608872811404,0.08393354111707749,29.0,38.0,30.0,97.0
Indiana,1993,958052.0,5833420,278090,3005534,2549796,5668599,2862585,1619011,268924.0,477709,164821,6088.834426523821,172.03763470041292,0.09137109334728835,19.0,8.0,35.0,62.0
Iowa,1993,493957.0,2880731,131444,1299055,1450232,2889377,1522556,818922,114390.0,196098,-8646,5831.946910358594,-17.503547879673736,0.07394438691898765,23.0,27.0,20.0,70.0
Kansas,1993,451469.0,2386945,123082,1165178,1098685,2522542,1309958,802965,142268.0,195674,-135597,5287.062899113782,-300.3462031723108,0.07983875080838806,32.0,45.0,27.0,104.0
Kentucky,1993,489281.0,2381148,216900,1529326,634922,2283431,1247496,711873,151526.0,127578,97717,4866.626744140893,199.71550090847592,0.056993316425974314,40.0,7.0,10.0,57.0
Louisiana,1993,795719.0,3438321,397206,1876967,1164148,3427102,1898515,997974,262609.0,173012,11219,4321.024130377684,14.099198335090653,0.05192265561461056,46.0,19.0,7.0,72.0
Maine,1993,211511.0,1368095,77440,652164,638491,1321846,809278,328664,67864.0,55490,46249,6468.197871505501,218.66002241018197,0.04399443112481131,13.0,6.0,5.0,24.0
Maryland,1993,751850.0,4918010,252211,1940713,2725086,4898895,2785206,1508203,224147.0,324925,19115,6541.211677861275,25.423954246192725,0.06709886936056125,12.0,16.0,13.0,41.0
Massachusetts,1993,862495.0,6121612,305113,1924321,3892178,5679261,3237228,1720824,191641.0,59238,442351,7097.562304709013,512.8736978185381,0.011372390995388497,8.0,2.0,1.0,11.0
Michigan,1993,1600650.0,11034174,594226,3326748,7113200,11430958,5411969,3689748,715410.0,932700,-396784,6893.558241964202,-247.88929497391683,0.08676418699575351,9.0,43.0,32.0,84.0
Minnesota,1993,781566.0,4862635,213724,2284106,2364805,5290504,2756415,1327959,466306.0,512196,-427869,6221.656264474145,-547.4508870651998,0.10116700468271393,16.0,50.0,42.0,108.0
Mississippi,1993,329408.0,1170109,174870,612301,382938,1167032,652571,318799,89766.0,87575,3077,3552.1572032251797,9.340999611424131,0.07623762634814153,50.0,20.0,22.0,92.0
Missouri,1993,834636.0,4196601,271548,1939230,1985823,4234845,2229886,1250115,227686.0,399553,-38244,5028.061334521875,-45.82117234339281,0.09728016867774954,37.0,34.0,41.0,112.0
Montana,1993,158875.0,813998,74386,445532,294080,833435,446245,261677,64200.0,49720,-19437,5123.512195121952,-122.34146341463415,0.0604982466216134,35.0,41.0,12.0,88.0
Nebraska,1993,281354.0,1625242,94308,509432,1021502,1642376,972575,424311,57564.0,141118,-17134,5776.50220007535,-60.89837002495077,0.08844373915746619,24.0,36.0,33.0,93.0
Nevada,1993,222846.0,1148268,52876,753277,342115,1265367,611914,360827,41799.0,195478,-117099,5152.74225249724,-525.4705042944455,0.16154966289757672,34.0,49.0,48.0,131.0
New Hampshire,1993,177722.0,1109743,34680,84342,990721,1091814,611158,322618,34802.0,42172,17929,6244.263512677103,100.8822768143505,0.04172347266881029,15.0,11.0,4.0,30.0
New Jersey,1993,653488.0,6747567,331924,3104597,3311046,6641624,3676378,2092298,203775.0,342746,105943,10325.464277844429,162.1192738045687,0.05427320794584872,1.0,9.0,9.0,19.0
New Mexico,1993,281407.0,1217194,154018,897725,165451,1223185,587753,427793,62453.0,128202,-5991,4325.386362101866,-21.289449089752566,0.10628576829234929,44.0,29.0,43.0,116.0
New York,1993,2663637.0,22688753,1276362,8848470,12563921,23934282,14029639,6425626,935895.0,1625848,-1245529,8517.959842125634,-467.60463231288645,0.07063680909351902,6.0,48.0,17.0,71.0
North Carolina,1993,1112636.0,5583166,433602,3388466,1761098,5475174,3037814,1525471,345822.0,480317,107992,5017.962747924748,97.05959541125759,0.0891221399541027,38.0,12.0,34.0,84.0
North Dakota,1993,118793.0,580148,56254,243783,280111,588983,310940,156042,44647.0,41585,-8835,4883.688432820116,-74.37306912023436,0.07516982578170472,39.0,37.0,21.0,97.0
Ohio,1993,1834239.0,10841606,509488,4156070,6176048,10385253,5522474,3653046,451400.0,588386,456353,5910.683395130079,248.7969125070397,0.0575984703737705,21.0,5.0,11.0,37.0
Oklahoma,1993,312817.0,1436505,99809,802783,533913,1428916,726475,457062,113582.0,113949,7589,4592.157715213687,24.26019046279454,0.08075372696425687,42.0,17.0,29.0,88.0
Oregon,1993,509814.0,3141217,196584,1180698,1763935,3149126,1712282,1053438,98785.0,209804,-7909,6161.496153499119,-15.513501002326338,0.06824427863301964,17.0,26.0,14.0,57.0
Pennsylvania,1993,1719829.0,12269422,695807,4781408,6792207,12809067,6856146,3622113,684867.0,966827,-539645,7134.094145406317,-313.77828842286067,0.07970574989037468,7.0,46.0,26.0,79.0
Rhode Island,1993,138939.0,919594,46215,351512,521867,901540,588044,268106,11541.0,12708,18054,6618.688777089226,129.94191695636215,0.014434364418860085,10.0,10.0,2.0,22.0
South Carolina,1993,631613.0,3031112,277419,1419961,1333732,2994038,1592384,820795,269661.0,221824,37074,4799.001920479787,58.697335235341896,0.07636821332863285,41.0,14.0,23.0,78.0
South Dakota,1993,107050.0,465650,52787,120851,292012,481665,265549,139963,22308.0,43632,-16015,4349.836524988324,-149.60298925735637,0.09254812791121896,43.0,42.0,38.0,123.0
Tennessee,1993,844668.0,3268642,334410,1535027,1399205,3286481,1969619,781510,209586.0,248037,-17839,3869.735801522018,-21.11954045849967,0.0773001465990516,48.0,28.0,24.0,100.0
Texas,1993,3535333.0,20267205,1233446,9919561,9114198,18574871,8914245,5150373,971683.0,2989512,1692334,5732.756999128512,478.69154051400534,0.16584616738229782,27.0,3.0,49.0,79.0
Utah,1993,462323.0,1638305,116791,928596,592918,1665011,881924,410867,128758.0,207312,-26706,3543.637240630468,-57.76480945140086,0.12727421185724258,51.0,35.0,46.0,132.0
Vermont,1993,97454.0,837540,34179,216778,586583,809853,405876,193543,22698.0,15655,27687,8594.208549674719,284.10326923471587,0.02454638961886066,5.0,4.0,3.0,12.0
Virginia,1993,1032842.0,5918536,365601,2358711,3194224,5955333,3121277,1837782,303062.0,488487,-36797,5730.340168196103,-35.62694003535875,0.08494527882964722,28.0,32.0,31.0,91.0
Washington,1993,896197.0,5270961,284396,3720223,1266342,5791436,2778268,1626508,235224.0,942214,-520475,5881.475836227973,-580.7595874567756,0.1687885846010203,22.0,51.0,50.0,123.0
West Virginia,1993,317719.0,1832154,140913,1220263,470978,1829848,1023497,500010,116349.0,171484,2306,5766.586197237181,7.2579858302462235,0.09467245243852618,25.0,21.0,39.0,85.0
Wisconsin,1993,829085.0,5357945,226234,2205644,2926067,5640718,3111910,1629643,193368.0,500029,-282773,6462.479721620823,-341.06635628433753,0.09200250232292845,14.0,47.0,36.0,97.0
Wyoming,1993,100313.0,615130,35437,308683,271010,614807,334071,193624,21047.0,48076,323,6132.106506634234,3.2199216452503663,0.08055387069424849,18.0,22.0,28.0,68.0
Alabama,1994,730004.0,2970223,331823,1850894,787506,3103266,1697593,826442,306977.0,231508,-133043,4068.776335472134,-182.24968630308874,0.07559395530478168,48.0,39.0,21.0,108.0
Alaska,1994,123868.0,1052282,134168,668229,249885,1116160,516242,446458,36589.0,98486,-63878,8495.188426389383,-515.6941260051022,0.08971419462093781,6.0,50.0,34.0,90.0
Arizona,1994,708482.0,3566586,348847,1478372,1739367,3803379,1652311,1054136,183778.0,696618,-236793,5034.1236615750295,-334.2258518917912,0.1942148011496461,39.0,47.0,51.0,137.0
Arkansas,1994,312695.0,1393287,132108,810396,450783,1445984,816270,403608,75434.0,105349,-52697,4455.738019475847,-168.52524025008395,0.0752137740681007,46.0,38.0,19.0,103.0
California,1994,4120498.0,23440845,2095878,13175550,8169417,23012688,12443864,6754346,1615630.0,1916061,428157,5688.837854065213,103.90904206239149,0.0842969355651835,30.0,13.0,29.0,72.0
Colorado,1994,549570.0,3061865,165539,1269532,1626794,3113755,1574164,977343,95796.0,328219,-51890,5571.383081318121,-94.41927324999546,0.11030635969083744,31.0,29.0,45.0,105.0
Connecticut,1994,479522.0,4268860,142392,1537064,2589404,4132350,2431273,1221662,150749.0,53083,136510,8902.323563882366,284.6793264959689,0.013763600445658242,4.0,5.0,1.0,10.0
Delaware,1994,103782.0,705798,50572,447430,207796,732323,413915,217782,30320.0,50805,-26525,6800.77470081517,-255.58381993023838,0.07127305273967414,11.0,45.0,16.0,72.0
District of Columbia,1994,80678.0,735720,79432,0,656288,769818,351028,332951,63271.0,22568,-34098,9119.21465579216,-422.64309972979004,0.029316020150217323,2.0,49.0,3.0,54.0
Florida,1994,2039884.0,12315950,890498,6158417,5267035,12469073,5715125,3849613,898855.0,1769738,-153123,6037.5737051714705,-75.0645624947301,0.14466525920045817,21.0,27.0,49.0,97.0
Georgia,1994,1235304.0,6824191,449430,3473578,2901183,6597359,3509251,1862815,405376.0,723316,226832,5524.300900830888,183.62443576641863,0.11126640924027628,32.0,8.0,46.0,86.0
Hawaii,1994,181212.0,1133949,77993,1025813,30143,1146267,615270,322736,93482.0,114779,-12318,6257.58227931925,-67.97563075293027,0.10013286607744967,20.0,26.0,39.0,85.0
Idaho,1994,236774.0,949999,77626,576106,296267,974781,538783,273654,44562.0,99924,-24782,4012.260636725316,-104.66520817319469,0.10442219488924397,49.0,31.0,42.0,122.0
Illinois,1994,1875956.0,11309803,628532,3697747,6983524,10743708,5727974,3468903,446271.0,508619,566095,6028.821038446531,301.76347419662295,0.050101524197708636,22.0,3.0,7.0,32.0
Indiana,1994,963071.0,6121754,286351,2754602,3080801,6061435,3003825,1743788,273493.0,551285,60319,6356.492927312732,62.63193471717039,0.09893149996114774,17.0,15.0,37.0,69.0
Iowa,1994,497925.0,2987394,139312,1339912,1508170,2974072,1551221,858078,120252.0,195410,13322,5999.686699804188,26.755033388562534,0.07171111806737784,24.0,19.0,18.0,61.0
Kansas,1994,457744.0,2700587,134686,1540727,1025174,2643192,1371720,856673,156331.0,172340,57395,5899.77585724772,125.38667901709252,0.06739760913297438,28.0,11.0,14.0,53.0
Kentucky,1994,490069.0,2491948,238630,1561340,691978,2392549,1310208,761029,145930.0,126669,99399,5084.892127435116,202.82654075242465,0.05404345696541908,37.0,7.0,8.0,52.0
Louisiana,1994,798312.0,3571864,437307,1914388,1220169,3539581,1952186,1033282,270613.0,197625,32283,4474.270711200634,40.43907645131227,0.05722114157950908,45.0,16.0,10.0,71.0
Maine,1994,211731.0,1357116,77393,609841,669882,1338353,799103,325201,72234.0,73376,18763,6409.623531745469,88.61716045359442,0.05778029063385395,16.0,14.0,11.0,41.0
Maryland,1994,772638.0,5141505,258611,2002382,2880512,5187683,2812922,1673254,254041.0,387699,-46178,6654.481141233023,-59.76666951405445,0.07560556764190365,14.0,25.0,22.0,61.0
Massachusetts,1994,877384.0,6410757,312111,2119446,3979200,6391131,3536321,1914124,189810.0,282757,19626,7306.671879131601,22.368768976867596,0.047738718071143535,9.0,20.0,5.0,34.0
Michigan,1994,1601845.0,11762546,658039,3489815,7614692,12023935,5825127,3912910,803226.0,877390,-261389,7343.123710471363,-163.17995811080348,0.07683831008788865,8.0,37.0,24.0,69.0
Minnesota,1994,802913.0,5262482,224106,2822949,2215427,5581140,2876527,1388180,490949.0,565106,-318658,6554.236884942702,-396.8773702754844,0.10620771987170259,15.0,48.0,43.0,106.0
Mississippi,1994,503374.0,1911579,296345,1048767,566467,1919812,1072529,515600,148515.0,159184,-8233,3797.5322523610675,-16.35563219395519,0.08396542302360763,51.0,22.0,28.0,101.0
Missouri,1994,852324.0,4488359,294270,2089445,2104644,4575564,2396531,1349465,245316.0,443146,-87205,5266.024422637401,-102.31437810034681,0.09993239309065505,36.0,30.0,38.0,104.0
Montana,1994,163968.0,878986,83029,446392,349565,878084,508299,271711,36336.0,50333,902,5360.716725214676,5.501073380171741,0.05807571199948308,35.0,21.0,12.0,68.0
Nebraska,1994,283962.0,1710913,101579,528743,1080591,1769248,1033858,447649,63108.0,173484,-58335,6025.147731034434,-205.43241701354407,0.10097439088201553,23.0,41.0,40.0,104.0
Nevada,1994,235800.0,1266549,56664,817216,392669,1344245,654272,406932,44739.0,184082,-77696,5371.284987277354,-329.49957591178963,0.1426964593709424,34.0,46.0,48.0,128.0
New Hampshire,1994,181688.0,1145147,37805,89556,1017786,1119762,648513,316069,38919.0,34260,25385,6302.821320065166,139.71753775703402,0.03301338169385822,18.0,9.0,4.0,31.0
New Jersey,1994,651554.0,6957898,293378,3102722,3561798,6765105,3522248,2430560,268715.0,320715,192793,10678.927609990884,295.8971934789749,0.04902221533365188,1.0,4.0,6.0,11.0
New Mexico,1994,286759.0,1342868,164101,982237,196530,1223759,622138,391385,63549.0,129528,119109,4682.914921589209,415.3627261916801,0.10734957732471408,44.0,2.0,44.0,90.0
New York,1994,2702937.0,23933662,1442038,9092275,13399349,25359726,14829280,6782725,992378.0,1717307,-1426064,8854.687327155609,-527.5979425343617,0.07060804574024256,5.0,51.0,15.0,71.0
North Carolina,1994,1131662.0,5648390,454682,3553217,1640491,5740906,3161072,1629603,362721.0,490626,-92516,4991.234131746051,-81.75232534095869,0.0869284350769717,41.0,28.0,30.0,99.0
North Dakota,1994,118778.0,603902,65506,247062,291334,621313,319014,158223,46522.0,50938,-17411,5084.291703850881,-146.58438431359343,0.08863453263197824,38.0,35.0,32.0,105.0
Ohio,1994,1816817.0,10735756,537642,4271944,5926170,10780138,5785984,3675789,472696.0,658754,-44382,5909.101467016216,-24.428437206388978,0.062186361978785874,27.0,23.0,13.0,63.0
Oklahoma,1994,316322.0,1518540,120788,839113,558639,1529205,765718,473061,116301.0,129800,-10665,4800.614563640847,-33.71564418535543,0.08741447120306017,42.0,24.0,31.0,97.0
Oregon,1994,518425.0,3088542,212544,1215471,1660527,3191792,1719357,1068111,110201.0,223352,-103250,5957.548343540531,-199.16092009451705,0.07156376070523075,25.0,40.0,17.0,82.0
Pennsylvania,1994,1720681.0,13271564,686113,5132066,7453385,13701725,7100564,3795048,703486.0,963256,-430161,7712.971782683717,-249.99462422145652,0.07667798567052003,7.0,43.0,23.0,73.0
Rhode Island,1994,144918.0,1012987,48443,385626,578918,994885,642068,300816,14152.0,14866,18102,6990.070246622227,124.91201921086407,0.015295780850332646,10.0,12.0,2.0,24.0
South Carolina,1994,634415.0,3179542,285908,1470131,1423503,3156251,1646310,961618,211713.0,251078,23291,5011.769898252721,36.7125619665361,0.08176521524763418,40.0,17.0,26.0,83.0
South Dakota,1994,108439.0,507927,51846,126591,329490,525289,284638,148152,23351.0,52745,-17362,4683.988233015797,-160.10844806757717,0.10364796830724367,43.0,36.0,41.0,120.0
Tennessee,1994,857014.0,3535898,341912,1694595,1499391,3661470,2101003,996094,225590.0,270608,-125572,4125.834583799097,-146.52269391165137,0.07530915218483314,47.0,34.0,20.0,101.0
Texas,1994,3601627.0,19713604,1456330,8569649,9687625,19224149,9814470,6093204,936331.0,1717181,489455,5473.527380819835,135.89830373883802,0.0925146162535088,33.0,10.0,35.0,78.0
Utah,1994,469811.0,1792011,125520,982848,683643,1846448,997141,413388,137271.0,256177,-54437,3814.3232065660445,-115.86999878674617,0.14200679942150038,50.0,32.0,47.0,129.0
Vermont,1994,98377.0,892124,34989,219927,637208,869710,419793,203059,25011.0,38902,22414,9068.420464132876,227.8378076176342,0.056645286233282126,3.0,6.0,9.0,18.0
Virginia,1994,1044721.0,6125739,372866,2399644,3353229,6276362,3271356,1883438,314439.0,587495,-150623,5863.5166709580835,-144.17533485016574,0.09699874255538635,29.0,33.0,36.0,98.0
Washington,1994,915952.0,5739012,327784,3978265,1432963,5968590,2918426,1741684,252127.0,840257,-229578,6265.625272940067,-250.64413855747898,0.1460682966379452,19.0,44.0,50.0,113.0
West Virginia,1994,313750.0,1854403,147289,1185501,521613,1843973,1051169,507996,116579.0,151404,10430,5910.44780876494,33.243027888446214,0.08286356660763113,26.0,18.0,27.0,71.0
Wisconsin,1994,843747.0,5682439,238786,2363863,3079790,5860230,3257526,1689034,193556.0,504767,-177791,6734.766464354836,-210.71600847173383,0.08942027673558513,12.0,42.0,33.0,87.0
Wyoming,1994,100899.0,674921,38849,351472,284600,623146,344562,192234,21161.0,48647,51775,6689.075213827689,513.1368992755131,0.08019564658327344,13.0,1.0,25.0,39.0
Alabama,1995,727480.0,3367437,328957,2161366,877114,3353363,1851700,888983,326956.0,243365,14074,4628.906636608566,19.346236322648046,0.07350187435593554,46.0,20.0,21.0,87.0
Alaska,1995,125421.0,1117068,123037,710028,284003,1203817,515914,469085,37579.0,159146,-86749,8906.546750544167,-691.6624807647842,0.13467273238082667,5.0,51.0,48.0,104.0
Arizona,1995,735018.0,3815218,376437,1669173,1769608,4056279,1772388,1131046,226507.0,710135,-241061,5190.645671262472,-327.96611783657,0.18492732956326907,41.0,48.0,51.0,140.0
Arkansas,1995,447757.0,2057550,197556,1244457,615537,2155067,1211057,598109,119934.0,160693,-97517,4595.238042062994,-217.79000663306212,0.07689421870969995,47.0,45.0,24.0,116.0
California,1995,5299405.0,29512214,2612241,15541486,11358487,30097549,16146416,8603751,2181053.0,2669270,-585335,5568.967459554422,-110.45296594617697,0.09017654775309462,33.0,38.0,29.0,100.0
Colorado,1995,639805.0,3709875,201341,1577988,1930546,3766191,1896225,1174299,115636.0,449501,-56316,5798.446401637999,-88.02056876704621,0.1236366646945356,30.0,32.0,43.0,105.0
Connecticut,1995,489513.0,4420632,147466,1622686,2650480,4252186,2596475,1245242,137005.0,91833,168446,9030.673342689572,344.10934949633616,0.022560314256901085,4.0,3.0,2.0,9.0
Delaware,1995,106813.0,802018,51682,510473,239863,772669,431433,236288,35495.0,50074,29349,7508.617864866636,274.7699250091281,0.06647373521485749,10.0,5.0,13.0,28.0
District of Columbia,1995,80450.0,700111,65527,0,634584,708224,336543,301371,38207.0,32103,-8113,8702.436295835923,-100.8452454940957,0.04532887899873486,6.0,33.0,5.0,44.0
Florida,1995,2107514.0,13242710,938814,6519109,5784787,13473977,6113051,4077880,951023.0,2070572,-231267,6283.569172019735,-109.73450235680522,0.1567128041980769,24.0,37.0,49.0,110.0
Georgia,1995,1270948.0,7052825,458452,3652134,2942239,7292267,3813194,2009750,442434.0,898969,-239442,5549.263227134391,-188.396378136635,0.12547814895063011,35.0,43.0,45.0,123.0
Hawaii,1995,183869.0,1173579,82547,1062296,28736,1157159,636952,328579,96922.0,94706,16420,6382.690937569682,89.3027100816342,0.0818435495899872,20.0,13.0,26.0,59.0
Idaho,1995,240448.0,1083215,80861,665768,336586,1108075,602038,301143,46107.0,134550,-24860,4504.986525153047,-103.39033803566676,0.12414216884811198,48.0,36.0,44.0,128.0
Illinois,1995,1897161.0,12236673,686758,4100518,7449397,11821661,6031588,3778799,457236.0,1023865,415012,6449.99185625258,218.75423329912434,0.09067582589646289,17.0,7.0,30.0,54.0
Indiana,1995,966622.0,6514934,292362,3335998,2886574,6377558,3145120,1760003,290661.0,643725,137376,6739.898326336458,142.11967035718203,0.11023615170385044,16.0,12.0,40.0,68.0
Iowa,1995,498837.0,3076971,141050,1381253,1554668,3100772,1614502,872640,127943.0,209808,-23801,6168.289441240325,-47.71298039239271,0.0742711316853417,27.0,25.0,23.0,75.0
Kansas,1995,460905.0,2826943,137424,1613143,1076376,2756682,1407359,881083,162631.0,177250,70261,6133.4613423590545,152.4413924778425,0.06743843888289225,28.0,10.0,15.0,53.0
Kentucky,1995,639992.0,3508673,312742,2218928,977003,3415870,1890546,1112902,211275.0,143259,92803,5482.370092126152,145.006500081251,0.042662229874966574,36.0,11.0,3.0,50.0
Louisiana,1995,797061.0,3791795,449360,1999375,1343060,3735603,2050103,1081590,289366.0,219314,56192,4757.2205891393505,70.49899568539924,0.06024492545132051,45.0,17.0,9.0,71.0
Maine,1995,212154.0,1446745,78233,652626,715886,1438795,833366,391838,63055.0,70968,7950,6819.315214419714,37.472779207556776,0.052212029337263016,15.0,18.0,6.0,39.0
Maryland,1995,790938.0,5580123,270249,2059219,3250655,5610071,3064702,1768323,253194.0,458731,-29948,7055.07005606002,-37.86390336537124,0.08272951063580375,12.0,23.0,28.0,63.0
Massachusetts,1995,893727.0,7326904,265878,2095327,4965699,6706082,3681274,1840847,217956.0,259982,620822,8198.145518709853,694.6438901364735,0.04332990725591199,7.0,1.0,4.0,12.0
Michigan,1995,1604527.0,12500208,692600,8053624,3753984,12477806,6162390,3915929,947067.0,753611,22402,7790.58750647387,13.961746982132428,0.06397921656657184,9.0,21.0,12.0,42.0
Minnesota,1995,816695.0,5744447,235069,2919940,2589438,6155324,3109813,1526879,523268.0,662497,-410877,7033.772705844899,-503.09723948352814,0.11378306443482537,13.0,49.0,42.0,104.0
Mississippi,1995,503301.0,2118973,310290,1185162,623521,2160068,1189394,569686,164815.0,204426,-41095,4210.150585832335,-81.65094049087922,0.09605036082433054,50.0,30.0,35.0,115.0
Missouri,1995,862505.0,4852467,313295,2276277,2262895,4957215,2573557,1449433,262319.0,526263,-104748,5626.016081066196,-121.44625248549283,0.10937444145073585,31.0,39.0,39.0,109.0
Montana,1995,164109.0,911284,89446,449477,372361,899635,523380,281496,36492.0,46881,11649,5552.919096454186,70.9833098733159,0.052779119368555436,34.0,16.0,8.0,58.0
Nebraska,1995,285836.0,1832463,102783,560994,1168686,1874253,1041372,470308,66223.0,242244,-41790,6410.889461089576,-146.2027176422844,0.13309034929596344,19.0,41.0,47.0,107.0
Nevada,1995,250749.0,1367710,65007,860823,441880,1381200,705709,438671,48399.0,126131,-13490,5454.49832302422,-53.798818739057786,0.09563275735266243,37.0,26.0,34.0,97.0
New Hampshire,1995,186239.0,1197945,35162,83613,1079170,1232465,676601,347776,40081.0,80404,-34520,6432.299357277477,-185.35322891553326,0.07023029849885838,18.0,42.0,17.0,77.0
New Jersey,1995,1171658.0,11870183,397612,4369467,7103104,11961696,6065026,4166818,491691.0,719638,-91513,10131.09883600846,-78.1055563995637,0.06288797696233378,1.0,29.0,11.0,41.0
New Mexico,1995,327253.0,1646265,205847,1215392,225026,1540683,774207,494348,79707.0,171166,105582,5030.557397487571,322.6311141532698,0.11265160310327307,44.0,4.0,41.0,89.0
New York,1995,2738361.0,25063999,1368074,9932669,13763256,26540967,15693535,6970608,945437.0,1811288,-1476968,9152.919940066338,-539.3620490505086,0.07125201232310399,3.0,50.0,19.0,72.0
North Carolina,1995,1155248.0,6076939,443689,3867404,1765846,6217951,3417870,1737660,387340.0,564673,-141012,5260.289565530518,-122.06210268271401,0.0924550183273372,40.0,40.0,31.0,111.0
North Dakota,1995,119288.0,642234,72116,256507,313611,621904,327382,159739,50761.0,39515,20330,5383.894440346054,170.42787204077527,0.06843644840551648,38.0,8.0,16.0,62.0
Ohio,1995,1829761.0,11368650,675770,4385097,6307783,11330046,6041768,3905229,510503.0,678965,38604,6213.1884983885875,21.0978373678311,0.06096773078351164,25.0,19.0,10.0,54.0
Oklahoma,1995,609743.0,3156526,274027,1804537,1077962,3180275,1623941,921572,291242.0,295180,-23749,5176.813837961239,-38.949196628743586,0.09424844385340053,42.0,24.0,32.0,98.0
Oregon,1995,519284.0,3302062,224156,1521849,1556057,3255984,1789292,1060444,112701.0,213860,46078,6358.874912379353,88.73371796550636,0.06732997575478615,22.0,14.0,14.0,50.0
Pennsylvania,1995,1741698.0,13957035,714271,5401558,7841206,14135826,7562476,3908949,550426.0,963078,-178791,8013.46444676402,-102.65327284064172,0.07416890766210582,8.0,35.0,22.0,65.0
